"depth_m";"date";"press_PSI";"Temp_degC";"cond_uS_cm";"spec_Cond_uS_cm";"DO_mg_L";"DOsat_%";"PAR";"pH";"Chla_ug_L";"turb_FTU"
8.027;2022-06-03 12:26:02;11.417;19.0389;369.336135;419.286;3.9913;43.112;15.927;8.478;13.8465;3.25
8.062;2022-06-03 12:26:02;11.466;18.9967;369.154136;419.481;3.9612;42.751;15.512;8.473;13.3735;3.305
8.092;2022-06-03 12:26:02;11.51;18.9488;369.093511;419.87;3.9522;42.612;15.275;8.473;13.1064;3.267
8.109;2022-06-03 12:26:03;11.533;18.9131;369.093554;420.211;3.9394;42.443;15.181;8.47;12.7631;3.29
8.131;2022-06-03 12:26:03;11.566;18.8848;368.972223;420.344;3.9414;42.441;15.075;8.467;12.2138;3.166
8.171;2022-06-03 12:26:03;11.622;18.8621;368.850886;420.423;3.9552;42.57;14.646;8.465;11.7255;3.37
8.212;2022-06-03 12:26:03;11.681;18.8392;368.668868;420.436;3.9789;42.805;14.301;8.462;11.0541;3.351
8.245;2022-06-03 12:26:04;11.727;18.8154;368.638556;420.629;4.0072;43.089;13.993;8.459;10.3522;3.313
8.277;2022-06-03 12:26:04;11.772;18.7978;368.517215;420.659;4.0376;43.4;13.766;8.454;10.1538;3.338
8.296;2022-06-03 12:26:04;11.8;18.7804;368.395874;420.688;4.0666;43.697;13.59;8.449;10.4285;3.614
8.316;2022-06-03 12:26:04;11.828;18.7599;368.365558;420.851;4.0929;43.961;13.445;8.448;10.5963;3.33
8.338;2022-06-03 12:26:05;11.859;18.7446;368.213875;420.824;4.1157;44.192;13.256;8.443;10.5887;3.04
8.367;2022-06-03 12:26:05;11.901;18.7346;368.213888;420.92;4.1385;44.428;13.004;8.442;10.2377;3.067
8.405;2022-06-03 12:26:05;11.955;18.7271;368.122877;420.889;4.151;44.556;12.717;8.44;10.0241;3.182
8.438;2022-06-03 12:26:05;12.002;18.7184;368.062209;420.904;4.1583;44.627;12.445;8.434;9.368;3.138
8.463;2022-06-03 12:26:06;12.038;18.71;368.001539;420.915;4.1595;44.631;12.365;8.43;8.8949;3.124
8.472;2022-06-03 12:26:06;12.05;18.7006;367.849851;420.832;4.1589;44.616;12.354;8.427;8.4982;3.042
8.484;2022-06-03 12:26:06;12.067;18.6885;367.819526;420.914;4.1555;44.569;12.272;8.425;8.2007;3.164
8.497;2022-06-03 12:26:06;12.086;18.6819;367.758855;420.908;4.148;44.482;12.134;8.427;8.2464;3.035
8.524;2022-06-03 12:26:07;12.125;18.6761;367.698184;420.895;4.1418;44.411;11.971;8.42;7.9641;3.145
8.565;2022-06-03 12:26:07;12.182;18.6708;367.758871;421.015;4.1358;44.342;11.658;8.421;7.7124;2.951
8.605;2022-06-03 12:26:07;12.239;18.6674;367.698197;420.978;4.132;44.298;11.375;8.417;7.4224;3.063
8.645;2022-06-03 12:26:07;12.295;18.6636;367.546505;420.841;4.1291;44.263;11.108;8.416;7.3385;3.065
8.678;2022-06-03 12:26:08;12.344;18.6586;367.516173;420.855;4.1198;44.159;10.926;8.412;7.8192;3.052
8.693;2022-06-03 12:26:08;12.364;18.6518;367.303808;420.677;4.1029;43.972;10.85;8.409;8.399;3.059
8.711;2022-06-03 12:26:08;12.39;18.643;367.243141;420.693;4.0977;43.909;10.73;8.406;8.8339;3.126
8.743;2022-06-03 12:26:08;12.435;18.6351;367.243151;420.768;4.0856;43.772;10.475;8.405;9.162;3.017
8.778;2022-06-03 12:26:09;12.485;18.6299;367.243159;420.819;4.0753;43.656;10.356;8.399;9.1238;3.244
8.81;2022-06-03 12:26:09;12.531;18.6247;367.061133;420.661;4.0661;43.554;10.192;8.399;8.8797;2.972
8.838;2022-06-03 12:26:09;12.57;18.6133;367.091486;420.805;4.0613;43.492;10.023;8.397;8.6355;2.827
8.858;2022-06-03 12:26:09;12.6;18.6019;366.970146;420.776;4.0461;43.319;9.873;8.396;8.956;2.853
8.879;2022-06-03 12:26:10;12.629;18.5896;366.970162;420.894;4.0408;43.252;9.7798;8.393;9.3985;2.903
8.91;2022-06-03 12:26:10;12.673;18.5771;366.939839;420.981;4.0306;43.132;9.6044;8.391;9.2001;2.909
8.942;2022-06-03 12:26:10;12.719;18.5666;366.909514;421.047;4.0164;42.97;9.414;8.388;8.9407;3.023
8.973;2022-06-03 12:26:10;12.763;18.5579;366.970203;421.201;4.014;42.937;9.2517;8.388;8.8263;2.968
8.997;2022-06-03 12:26:11;12.797;18.5476;366.788185;421.092;4.0055;42.838;9.1627;8.383;9.2688;2.941
9.016;2022-06-03 12:26:11;12.823;18.5279;366.697195;421.178;4.0049;42.814;9.0619;8.382;9.3909;2.831
9.034;2022-06-03 12:26:11;12.85;18.5001;366.454525;421.169;4.0088;42.831;8.9874;8.38;9.6579;2.903
9.047;2022-06-03 12:26:11;12.868;18.4781;366.211851;421.102;4.019;42.921;8.9338;8.38;9.696;3.01
9.063;2022-06-03 12:26:12;12.89;18.4536;366.181543;421.305;4.0185;42.894;8.89;8.376;9.5282;3.021
9.083;2022-06-03 12:26:12;12.919;18.4354;366.029879;421.307;4.0279;42.979;8.7999;8.376;9.5206;3.004
9.116;2022-06-03 12:26:12;12.966;18.4214;365.817538;421.198;4.0291;42.979;8.6466;8.374;9.3756;3.252
9.159;2022-06-03 12:26:12;13.027;18.4071;365.423181;420.883;4.0304;42.981;8.4381;8.375;8.9636;3.214
9.195;2022-06-03 12:26:13;13.078;18.382;365.241196;420.917;4.0307;42.962;8.2897;8.373;8.9255;3.332
9.227;2022-06-03 12:26:13;13.124;18.3418;364.84688;420.852;4.0344;42.967;8.1082;8.372;8.8186;3.264
9.249;2022-06-03 12:26:13;13.155;18.284;364.149247;420.608;4.0415;42.991;8.0571;8.369;9.1238;3.17
9.263;2022-06-03 12:26:13;13.176;18.2184;363.57298;420.58;4.0433;42.952;8.0105;8.369;9.368;3.077
9.283;2022-06-03 12:26:14;13.204;18.1462;363.451732;421.144;4.0415;42.87;7.8987;8.368;9.6121;3.332
9.312;2022-06-03 12:26:14;13.245;18.0979;363.209124;421.335;4.0517;42.936;7.7571;8.365;9.6274;3.264
9.342;2022-06-03 12:26:14;13.287;18.0671;362.784504;421.142;4.0452;42.84;7.6273;8.364;9.3375;3.103
9.37;2022-06-03 12:26:14;13.328;18.0305;362.845213;421.572;4.0498;42.856;7.5633;8.361;8.9178;3.071
9.402;2022-06-03 12:26:15;13.373;18.0026;362.663253;421.633;4.0428;42.757;7.4512;8.362;8.6813;3.027
9.433;2022-06-03 12:26:15;13.416;17.9736;362.299305;421.495;4.0524;42.834;7.3472;8.359;8.3914;3.052
9.458;2022-06-03 12:26:15;13.452;17.9398;362.087025;421.579;4.0509;42.788;7.2345;8.359;8.2846;3.124
9.474;2022-06-03 12:26:15;13.475;17.9131;361.844407;421.559;4.0528;42.785;7.175;8.356;8.1396;3.065
9.49;2022-06-03 12:26:16;13.498;17.8872;361.9051;421.884;4.048;42.712;7.1135;8.355;8.4067;3.305
9.519;2022-06-03 12:26:16;13.539;17.8679;361.844462;422.003;4.0446;42.658;6.9798;8.356;8.605;2.966
9.553;2022-06-03 12:26:16;13.587;17.8568;361.844476;422.113;4.0404;42.604;6.8546;8.352;8.4982;2.928
9.586;2022-06-03 12:26:16;13.635;17.8492;361.844486;422.188;4.0342;42.532;6.7388;8.348;8.2083;2.924
9.622;2022-06-03 12:26:17;13.686;17.8421;361.905158;422.329;4.0353;42.538;6.611;8.348;8.0328;2.798
9.653;2022-06-03 12:26:17;13.73;17.8359;361.753511;422.213;4.0381;42.563;6.4948;8.348;7.9565;2.766
9.687;2022-06-03 12:26:17;13.778;17.8293;361.75352;422.278;4.0449;42.628;6.3637;8.346;8.0023;2.924
9.717;2022-06-03 12:26:17;13.821;17.8222;361.632206;422.207;4.0546;42.724;6.3225;8.345;7.8573;2.88
9.741;2022-06-03 12:26:18;13.856;17.8155;361.632215;422.273;4.0628;42.805;6.2288;8.343;7.659;2.815
9.771;2022-06-03 12:26:18;13.897;17.8076;361.601895;422.315;4.0687;42.859;6.1494;8.342;7.4301;2.737
9.818;2022-06-03 12:26:18;13.964;17.8008;361.510912;422.276;4.0722;42.891;5.9706;8.34;7.2012;2.739
9.868;2022-06-03 12:26:18;14.036;17.795;361.45026;422.263;4.0777;42.943;5.8204;8.338;7.1783;2.796
9.901;2022-06-03 12:26:19;14.082;17.7841;361.237962;422.122;4.0755;42.91;5.7301;8.336;7.2012;2.712
9.925;2022-06-03 12:26:19;14.116;17.7622;360.631395;421.629;4.0825;42.964;5.6641;8.333;7.575;2.632
9.941;2022-06-03 12:26:19;14.14;17.7219;360.297824;421.636;4.0814;42.918;5.6224;8.329;7.2851;2.615
9.962;2022-06-03 12:26:19;14.169;17.6848;360.206882;421.897;4.0802;42.873;5.5303;8.328;7.1402;2.789
9.99;2022-06-03 12:26:20;14.21;17.6589;360.055271;421.974;4.0765;42.811;5.4541;8.33;6.8426;2.768
10.02;2022-06-03 12:26:20;14.251;17.6418;359.90365;421.966;4.0735;42.764;5.3761;8.328;6.7968;2.716
10.05;2022-06-03 12:26:20;14.295;17.6294;359.752026;421.911;4.0705;42.721;5.3291;8.325;7.0486;2.687
10.079;2022-06-03 12:26:20;14.335;17.6197;359.661054;421.901;4.0653;42.658;5.2538;8.326;6.957;2.686
10.102;2022-06-03 12:26:21;14.368;17.612;359.388116;421.656;4.0555;42.548;5.1905;8.325;6.957;2.598
10.131;2022-06-03 12:26:21;14.41;17.6028;359.236491;421.569;4.0533;42.518;5.1064;8.323;6.9723;2.623
10.169;2022-06-03 12:26:21;14.464;17.5954;358.933231;421.287;4.0482;42.458;5.0236;8.321;6.7739;2.693
10.204;2022-06-03 12:26:21;14.514;17.5857;358.751284;421.169;4.044;42.405;4.9076;8.32;6.7968;2.653
10.228;2022-06-03 12:26:22;14.548;17.5749;358.993911;421.561;4.0396;42.35;4.8613;8.321;7.0257;2.72
10.246;2022-06-03 12:26:22;14.573;17.5616;358.993927;421.693;4.036;42.3;4.8349;8.317;6.8655;2.758
10.272;2022-06-03 12:26:22;14.61;17.5492;359.084923;421.923;4.032;42.247;4.7549;8.316;6.896;2.525
10.31;2022-06-03 12:26:22;14.664;17.5393;358.933302;421.842;4.0235;42.149;4.6655;8.315;6.7434;2.646
10.35;2022-06-03 12:26:23;14.722;17.5251;358.599728;421.592;4.0132;42.03;4.5506;8.314;6.6366;2.932
10.393;2022-06-03 12:26:23;14.782;17.5006;358.387475;421.584;4.0105;41.98;4.4595;8.311;7.0257;2.737
10.428;2022-06-03 12:26:23;14.832;17.474;358.29653;421.742;4.0015;41.863;4.4252;8.31;7.2164;2.741
10.457;2022-06-03 12:26:23;14.874;17.4483;358.144932;421.818;3.9931;41.752;4.3558;8.308;7.2088;2.815
10.487;2022-06-03 12:26:24;14.916;17.4229;357.96301;421.857;3.984;41.635;4.2935;8.306;7.2546;2.901
10.516;2022-06-03 12:26:24;14.958;17.3937;357.781094;421.933;3.9753;41.52;4.2418;8.305;7.102;2.985
10.551;2022-06-03 12:26:24;15.007;17.3579;357.690162;422.182;3.9683;41.415;4.1642;8.305;6.9113;2.855
10.59;2022-06-03 12:26:24;15.062;17.3292;357.326301;422.039;3.9574;41.277;4.0781;8.301;6.69;2.949
10.631;2022-06-03 12:26:25;15.121;17.3044;357.205034;422.143;3.9584;41.266;3.9972;8.301;6.7282;2.966
10.67;2022-06-03 12:26:25;15.177;17.2781;356.871502;422.011;3.9521;41.178;3.9159;8.302;7.1707;2.77
10.704;2022-06-03 12:26:25;15.225;17.2466;356.598628;422.002;3.9511;41.141;3.8619;8.297;6.9342;2.682
10.727;2022-06-03 12:26:25;15.257;17.2116;356.356085;422.066;3.9476;41.075;3.8295;8.298;6.484;2.764
10.751;2022-06-03 12:26:26;15.292;17.1823;356.356119;422.358;3.9467;41.04;3.7708;8.298;6.2704;2.562
10.781;2022-06-03 12:26:26;15.334;17.1613;356.174208;422.354;3.943;40.983;3.743;8.296;6.3848;2.63
10.805;2022-06-03 12:26:26;15.368;17.143;356.204553;422.573;3.9418;40.956;3.7044;8.294;6.69;2.794
10.829;2022-06-03 12:26:26;15.402;17.1304;356.174245;422.663;3.9379;40.905;3.6598;8.292;7.1478;2.85
10.849;2022-06-03 12:26:27;15.431;17.1222;356.174255;422.745;3.9333;40.85;3.6195;8.29;7.1554;2.79
10.875;2022-06-03 12:26:27;15.469;17.1168;356.083295;422.692;3.9302;40.813;3.5734;8.29;7.041;2.737
10.899;2022-06-03 12:26:27;15.503;17.1093;356.083304;422.767;3.934;40.846;3.5266;8.289;7.0791;2.684
10.928;2022-06-03 12:26:27;15.543;17.0987;355.962027;422.729;3.9369;40.868;3.4884;8.288;7.453;2.758
10.956;2022-06-03 12:26:28;15.583;17.0876;355.901397;422.769;3.937;40.858;3.4283;8.287;7.3996;2.777
10.984;2022-06-03 12:26:28;15.622;17.0795;355.719474;422.634;3.9365;40.847;3.387;8.286;7.453;3.895
11.002;2022-06-03 12:26:28;15.649;17.0705;355.658841;422.652;3.932;40.793;3.358;8.286;7.575;3.105
11.023;2022-06-03 12:26:28;15.678;17.0609;355.628531;422.713;3.9325;40.789;3.3333;8.284;7.4835;2.913
11.046;2022-06-03 12:26:29;15.711;17.0561;355.628537;422.762;3.9303;40.762;3.285;8.284;7.781;2.611
11.071;2022-06-03 12:26:29;15.746;17.0538;355.567897;422.712;3.9241;40.697;3.2551;8.281;7.659;2.64
11.097;2022-06-03 12:26:29;15.784;17.048;355.385975;422.555;3.9227;40.677;3.2165;8.28;7.5293;2.848
11.132;2022-06-03 12:26:29;15.833;17.0386;355.264701;422.505;3.9211;40.652;3.1694;8.28;7.2927;2.663
11.173;2022-06-03 12:26:30;15.892;17.0298;355.143427;422.449;3.9171;40.603;3.0973;8.277;6.8273;3.487
11.214;2022-06-03 12:26:30;15.95;17.014;355.204089;422.68;3.9132;40.549;3.0226;8.279;6.4764;2.852
11.25;2022-06-03 12:26:30;16.001;16.9964;355.113147;422.749;3.9117;40.519;2.9825;8.277;6.4611;2.695
11.296;2022-06-03 12:26:30;16.066;16.9811;354.991882;422.758;3.8804;40.183;2.9075;8.276;6.217;2.77
11.346;2022-06-03 12:26:31;16.138;16.9587;354.29454;422.153;3.876;40.117;2.8254;8.274;5.9118;2.865
11.389;2022-06-03 12:26:31;16.198;16.9001;353.839815;422.201;3.8656;39.961;2.7742;8.272;5.8355;2.768
11.425;2022-06-03 12:26:31;16.249;16.8304;353.506387;422.506;3.8543;39.787;2.7283;8.268;5.95;2.802
11.457;2022-06-03 12:26:31;16.296;16.7734;353.142631;422.648;3.8454;39.648;2.6935;8.265;6.1788;2.821
11.482;2022-06-03 12:26:32;16.332;16.7282;352.748551;422.634;3.8323;39.474;2.6616;8.268;6.4916;2.852
11.515;2022-06-03 12:26:32;16.378;16.6963;352.536366;422.702;3.8142;39.262;2.624;8.265;6.5679;2.916
11.549;2022-06-03 12:26:32;16.426;16.6735;352.293856;422.643;3.8019;39.117;2.5819;8.265;6.6137;2.897
11.58;2022-06-03 12:26:32;16.47;16.6515;352.354516;422.938;3.7964;39.043;2.5409;8.264;6.6824;3.05
11.617;2022-06-03 12:26:33;16.523;16.6223;352.172649;423.017;3.7782;38.832;2.5059;8.263;6.2551;3.019
11.658;2022-06-03 12:26:33;16.582;16.5894;352.112055;423.279;3.7808;38.831;2.4532;8.261;6.3848;2.842
11.697;2022-06-03 12:26:33;16.638;16.5598;351.899874;423.326;3.7766;38.764;2.4118;8.261;6.4001;2.956
11.736;2022-06-03 12:26:33;16.692;16.5381;351.718002;423.328;3.7865;38.847;2.3635;8.258;6.7434;2.819
11.771;2022-06-03 12:26:34;16.742;16.5184;351.596762;423.383;3.7965;38.934;2.322;8.259;6.9723;2.916
11.81;2022-06-03 12:26:34;16.798;16.5018;351.53615;423.479;3.8034;38.991;2.2855;8.257;8.5898;2.966
11.84;2022-06-03 12:26:34;16.841;16.4877;351.505851;423.586;3.814;39.089;2.2438;8.255;8.0862;2.924
11.872;2022-06-03 12:26:34;16.886;16.4704;351.505872;423.763;3.8226;39.163;2.2226;8.255;7.659;2.937
11.904;2022-06-03 12:26:35;16.931;16.4582;351.445255;423.814;3.8298;39.226;2.1997;8.254;7.0105;2.827
11.942;2022-06-03 12:26:35;16.985;16.4447;351.263378;423.733;3.8361;39.28;2.1636;8.251;6.8197;2.895
11.989;2022-06-03 12:26:35;17.052;16.4267;351.111824;423.735;3.844;39.345;2.1137;8.252;6.4916;2.823
12.037;2022-06-03 12:26:35;17.12;16.4066;350.929957;423.72;3.8477;39.366;2.0547;8.252;6.4688;2.758
12.072;2022-06-03 12:26:36;17.17;16.3781;350.626843;423.646;3.8503;39.37;2.0228;8.25;6.3467;2.863
12.098;2022-06-03 12:26:36;17.207;16.3377;350.445004;423.841;3.8573;39.407;1.9953;8.251;6.0262;2.752
12.121;2022-06-03 12:26:36;17.24;16.2999;350.414733;424.192;3.8537;39.34;1.9744;8.246;5.9576;2.811
12.146;2022-06-03 12:26:36;17.276;16.2762;350.354133;424.362;3.8481;39.263;1.9448;8.251;6.0262;2.745
12.177;2022-06-03 12:26:37;17.319;16.263;350.232892;424.35;3.842;39.19;1.9197;8.245;6.1483;2.75
12.207;2022-06-03 12:26:37;17.363;16.251;349.990397;424.181;3.8317;39.074;1.8866;8.245;5.9881;2.676
12.238;2022-06-03 12:26:37;17.406;16.2284;349.96011;424.376;3.8267;39.005;1.8694;8.24;5.9652;2.811
12.274;2022-06-03 12:26:37;17.457;16.2033;349.869199;424.525;3.8246;38.963;1.8243;8.243;6.0034;2.737
12.313;2022-06-03 12:26:38;17.513;16.1862;349.596401;424.37;3.8311;39.015;1.8074;8.241;5.9728;2.672
12.355;2022-06-03 12:26:38;17.572;16.1639;349.262987;424.195;3.8288;38.973;1.7675;8.24;6.0797;2.602
12.388;2022-06-03 12:26:38;17.62;16.1286;349.081153;424.337;3.8369;39.026;1.7398;8.238;6.2399;2.832
12.411;2022-06-03 12:26:38;17.653;16.0945;349.020568;424.616;3.8436;39.066;1.7167;8.238;6.0415;2.718
12.433;2022-06-03 12:26:39;17.684;16.0631;348.869044;424.756;3.843;39.034;1.6993;8.238;5.8737;2.487
12.459;2022-06-03 12:26:39;17.721;16.0354;348.808453;424.97;3.8497;39.079;1.6871;8.238;5.6982;2.51
12.496;2022-06-03 12:26:39;17.774;16.0184;348.778161;425.109;3.8515;39.084;1.6563;8.235;5.4311;2.55
12.544;2022-06-03 12:26:39;17.842;16.0043;348.808491;425.292;3.8571;39.129;1.6175;8.234;5.0344;2.472
12.598;2022-06-03 12:26:40;17.918;15.9949;348.747879;425.315;3.8627;39.178;1.5619;8.235;5.1412;2.47
12.639;2022-06-03 12:26:40;17.977;15.9855;348.566021;425.191;3.8683;39.226;1.5393;8.232;5.3548;2.342
12.676;2022-06-03 12:26:40;18.03;15.9647;348.4448;425.259;3.8716;39.243;1.5093;8.23;5.2633;2.415
12.702;2022-06-03 12:26:40;18.066;15.9427;348.414515;425.451;3.878;39.289;1.5014;8.23;5.1107;2.453
12.721;2022-06-03 12:26:41;18.094;15.9259;348.414534;425.625;3.8841;39.337;1.4789;8.229;4.9123;2.407
12.745;2022-06-03 12:26:41;18.128;15.9137;348.353926;425.678;3.8891;39.378;1.4701;8.227;4.7826;2.382
12.783;2022-06-03 12:26:41;18.182;15.9057;348.353937;425.761;3.8906;39.386;1.4394;8.224;4.6148;2.411
12.838;2022-06-03 12:26:41;18.26;15.8989;348.353946;425.832;3.8959;39.434;1.3983;8.226;4.569;2.411
12.892;2022-06-03 12:26:42;18.336;15.8941;348.353953;425.882;3.8961;39.433;1.3672;8.225;4.3554;2.398
12.935;2022-06-03 12:26:42;18.398;15.89;348.232715;425.777;3.9064;39.533;1.3495;8.22;4.4469;2.426
12.966;2022-06-03 12:26:42;18.442;15.882;348.172103;425.786;3.9124;39.587;1.3291;8.22;4.5309;2.447
12.991;2022-06-03 12:26:42;18.477;15.8741;348.141802;425.831;3.9168;39.624;1.3096;8.219;4.7674;2.48
13.008;2022-06-03 12:26:43;18.502;15.8674;348.172121;425.938;3.9167;39.619;1.3032;8.219;4.8437;2.447
13.022;2022-06-03 12:26:43;18.522;15.861;348.172128;426.005;3.9204;39.65;1.2974;8.218;4.836;2.441
13.036;2022-06-03 12:26:43;18.541;15.855;348.172136;426.068;3.9212;39.653;1.2832;8.218;4.8208;2.392
13.065;2022-06-03 12:26:43;18.583;15.852;348.141829;426.062;3.9204;39.643;1.2704;8.215;4.836;2.411
13.1;2022-06-03 12:26:44;18.633;15.8494;348.172144;426.125;3.9215;39.651;1.252;8.215;4.8894;2.537
13.134;2022-06-03 12:26:44;18.681;15.8481;348.172147;426.14;3.9151;39.586;1.228;8.213;5.0878;2.44
13.162;2022-06-03 12:26:44;18.721;15.8476;348.202459;426.182;3.9134;39.569;1.2124;8.215;5.3625;2.407
13.184;2022-06-03 12:26:44;18.752;15.8433;348.05091;426.042;3.9178;39.609;1.1971;8.211;5.7668;2.464
13.205;2022-06-03 12:26:45;18.782;15.8281;347.990307;426.125;3.9072;39.489;1.1854;8.209;6.0415;2.506
13.227;2022-06-03 12:26:45;18.813;15.8059;348.050954;426.431;3.9077;39.475;1.1809;8.212;6.1254;2.537
13.259;2022-06-03 12:26:45;18.859;15.7842;347.929737;426.51;3.8986;39.366;1.1619;8.21;5.7134;2.644
13.295;2022-06-03 12:26:45;18.91;15.7677;347.929757;426.683;3.8998;39.364;1.1467;8.21;5.3243;2.605
13.328;2022-06-03 12:26:46;18.957;15.7565;347.89946;426.763;3.8907;39.262;1.1234;8.21;5.0497;2.434
13.354;2022-06-03 12:26:46;18.994;15.7438;347.778233;426.748;3.8871;39.215;1.12;8.209;4.8818;2.464
13.39;2022-06-03 12:26:46;19.046;15.7291;347.71763;426.826;3.8775;39.106;1.1079;8.208;4.7369;2.474
13.429;2022-06-03 12:26:46;19.1;15.7157;347.596406;426.818;3.8744;39.064;1.0901;8.21;4.7826;2.489
13.473;2022-06-03 12:26:47;19.164;15.7041;347.59642;426.94;3.8707;39.017;1.0744;8.206;4.775;2.623
13.514;2022-06-03 12:26:47;19.221;15.6982;347.596428;427.002;3.8676;38.981;1.042;8.206;4.5461;2.621
13.548;2022-06-03 12:26:47;19.269;15.6943;347.535814;426.968;3.8708;39.01;1.032;8.204;4.5766;2.554
13.57;2022-06-03 12:26:47;19.302;15.6894;347.53582;427.02;3.874;39.038;1.0242;8.202;4.6606;2.464
13.582;2022-06-03 12:26:48;19.319;15.6845;347.444896;426.959;3.8803;39.098;1.0115;8.2;4.714;2.501
13.592;2022-06-03 12:26:48;19.333;15.6797;347.384282;426.935;3.8834;39.124;1.0114;8.2;4.6987;2.92
13.609;2022-06-03 12:26:48;19.356;15.6756;347.384287;426.978;3.8931;39.219;1.0183;8.2;5.0802;2.716
13.636;2022-06-03 12:26:48;19.395;15.6733;347.38429;427.002;3.8976;39.262;0.98939;8.198;5.6677;2.516
13.669;2022-06-03 12:26:49;19.441;15.6714;347.384294;427.023;3.9088;39.374;0.97438;8.2;5.2633;2.501
13.708;2022-06-03 12:26:49;19.497;15.669;347.384298;427.048;3.9133;39.417;0.96756;8.196;4.8894;2.365
13.744;2022-06-03 12:26:49;19.549;15.6662;347.353992;427.04;3.9196;39.478;0.95154;8.198;4.5919;2.554
13.789;2022-06-03 12:26:49;19.612;15.6591;347.323692;427.077;3.9251;39.528;0.93596;8.195;4.3478;2.533
13.836;2022-06-03 12:26:50;19.679;15.6447;347.26309;427.154;3.9281;39.546;0.9105;8.194;4.0197;2.35
13.878;2022-06-03 12:26:50;19.74;15.6251;347.141876;427.211;3.9247;39.495;0.89025;8.193;4.0349;2.382
13.904;2022-06-03 12:26:50;19.777;15.5989;346.929741;427.226;3.9327;39.553;0.88371;8.192;4.1875;2.405
13.926;2022-06-03 12:26:50;19.808;15.5646;346.869162;427.512;3.9296;39.493;0.88542;8.193;4.2409;2.483
13.957;2022-06-03 12:26:51;19.851;15.5309;346.717656;427.681;3.9348;39.517;0.86163;8.19;4.5156;2.394
13.999;2022-06-03 12:26:51;19.912;15.5028;346.687381;427.94;3.9363;39.508;0.84722;8.193;4.3096;2.407
14.037;2022-06-03 12:26:51;19.965;15.4826;346.748022;428.228;3.927;39.398;0.8444;8.187;4.3096;2.443
14.068;2022-06-03 12:26:51;20.01;15.4741;346.687415;428.244;3.93;39.421;0.82085;8.191;4.1799;2.472
14.092;2022-06-03 12:26:52;20.044;15.471;346.44495;427.977;3.9362;39.48;0.8141;8.185;4.1646;2.455
14.107;2022-06-03 12:26:52;20.066;15.4513;346.293431;427.998;3.9417;39.519;0.81855;8.186;4.5614;2.583
14.129;2022-06-03 12:26:52;20.097;15.4221;346.232849;428.233;3.9456;39.533;0.81768;8.187;4.5919;2.426
14.163;2022-06-03 12:26:52;20.145;15.4002;346.111642;428.315;3.9557;39.616;0.7995;8.189;4.4469;2.464
14.201;2022-06-03 12:26:53;20.199;15.3865;346.172275;428.535;3.962;39.667;0.78296;8.187;4.5232;2.504
14.247;2022-06-03 12:26:53;20.264;15.3764;346.051056;428.492;3.9697;39.736;0.77149;8.184;4.2791;2.508
14.291;2022-06-03 12:26:53;20.326;15.3691;345.808604;428.269;3.9766;39.798;0.75143;8.184;4.0426;2.361
14.339;2022-06-03 12:26:53;20.395;15.3586;345.990463;428.606;3.9819;39.843;0.7442;8.182;3.9205;2.493
14.396;2022-06-03 12:26:54;20.475;15.3387;346.232951;429.118;3.9881;39.887;0.71763;8.181;3.8595;2.44
14.452;2022-06-03 12:26:54;20.556;15.3148;346.111748;429.222;3.999;39.976;0.69737;8.178;3.745;2.348
14.49;2022-06-03 12:26:54;20.609;15.2889;346.172394;429.573;4.0056;40.02;0.69346;8.181;3.6306;2.38
14.505;2022-06-03 12:26:54;20.631;15.2576;346.111814;429.833;4.0176;40.113;0.69091;8.178;3.4322;2.329
14.519;2022-06-03 12:26:55;20.651;15.2278;346.051232;430.075;4.0274;40.185;0.67983;8.176;3.4093;2.3
14.547;2022-06-03 12:26:55;20.691;15.2079;346.081563;430.326;4.0336;40.229;0.6784;8.176;3.4017;2.506
14.595;2022-06-03 12:26:55;20.76;15.1946;345.990656;430.355;4.0395;40.277;0.67329;8.177;3.4093;2.426
14.649;2022-06-03 12:26:55;20.836;15.1833;345.930055;430.401;4.0474;40.346;0.65555;8.176;3.478;2.365
14.694;2022-06-03 12:26:56;20.899;15.1755;345.960373;430.522;4.0579;40.444;0.64765;8.175;3.5009;2.34
14.734;2022-06-03 12:26:56;20.957;15.1585;345.899778;430.629;4.0621;40.471;0.62749;8.173;3.272;2.409
14.761;2022-06-03 12:26:56;20.996;15.1317;345.839194;430.842;4.0757;40.583;0.61928;8.173;3.2033;2.3
14.783;2022-06-03 12:26:56;21.027;15.1071;345.930145;431.219;4.0825;40.629;0.6183;8.172;3.1728;2.403
14.802;2022-06-03 12:26:57;21.053;15.0886;345.930166;431.418;4.0829;40.617;0.61268;8.168;3.1804;2.243
14.841;2022-06-03 12:26:57;21.109;15.0773;345.990796;431.615;4.0956;40.734;0.61203;8.169;2.9897;2.312
14.889;2022-06-03 12:26:57;21.177;15.0701;345.93019;431.617;4.0967;40.738;0.5879;8.17;2.9821;2.256
14.935;2022-06-03 12:26:57;21.242;15.0681;345.960501;431.677;4.1086;40.855;0.5878;8.169;3.0278;2.329
14.98;2022-06-03 12:26:58;21.306;15.0664;345.990813;431.733;4.1089;40.857;0.57949;8.166;2.9592;2.377
15.016;2022-06-03 12:26:58;21.357;15.0583;346.051439;431.896;4.1207;40.966;0.5687;8.17;3.005;2.377
15.051;2022-06-03 12:26:58;21.407;15.0461;346.081761;432.065;4.1219;40.968;0.55664;8.167;3.0431;2.245
